Airline,Sentiment,Word,Count
EVA Air,Neutral,choice,4
EVA Air,Neutral,standard,4
EVA Air,Neutral,know,4
EVA Air,Neutral,chicago,4
EVA Air,Neutral,called,4
EVA Air,Neutral,choose,4
EVA Air,Neutral,needs,4
EVA Air,Neutral,boarded,4
EVA Air,Neutral,landed,4
EVA Air,Neutral,friendly,4
EVA Air,Neutral,seemed,4
EVA Air,Neutral,toronto,4
EVA Air,Neutral,haul,4
EVA Air,Neutral,expected,4
EVA Air,Neutral,option,4
EVA Air,Neutral,caused,4
EVA Air,Neutral,los,4
EVA Air,Neutral,angeles,4
EVA Air,Neutral,interior,4
EVA Air,Neutral,miss,4
EVA Air,Neutral,hard,4
EVA Air,Neutral,beef,4
EVA Air,Neutral,level,4
EVA Air,Neutral,looking,4
EVA Air,Neutral,chi,4
EVA Air,Neutral,minh,4
EVA Air,Neutral,advertised,4
EVA Air,Neutral,away,3
EVA Air,Neutral,asking,3
EVA Air,Neutral,whole,3
EVA Air,Neutral,screen,3
EVA Air,Neutral,personal,3
EVA Air,Neutral,departed,3
EVA Air,Neutral,bought,3
EVA Air,Neutral,prior,3
EVA Air,Neutral,members,3
EVA Air,Neutral,credited,3
EVA Air,Neutral,gold,3
EVA Air,Neutral,showing,3
EVA Air,Neutral,accrual,3
EVA Air,Neutral,privilege,3
EVA Air,Neutral,thing,3
EVA Air,Neutral,worst,3
EVA Air,Neutral,done,3
EVA Air,Neutral,assigned,3
EVA Air,Neutral,fellow,3
EVA Air,Neutral,walk,3
EVA Air,Neutral,mediocre,3
EVA Air,Neutral,empty,3
EVA Air,Neutral,sometimes,3
EVA Air,Neutral,someone,3
EVA Air,Neutral,moved,3
EVA Air,Neutral,monitor,3
EVA Air,Neutral,problems,3
EVA Air,Neutral,problem,3
EVA Air,Neutral,wanted,3
EVA Air,Neutral,cash,3
EVA Air,Neutral,mijn,3
EVA Air,Neutral,zeer,3
EVA Air,Neutral,beenruimte,3
EVA Air,Neutral,niet,3
EVA Air,Neutral,rij,3
EVA Air,Neutral,met,3
EVA Air,Neutral,stewardess,3
EVA Air,Neutral,wat,3
EVA Air,Neutral,name,3
EVA Air,Neutral,stoel,3
EVA Air,Neutral,naar,3
EVA Air,Neutral,constant,3
EVA Air,Neutral,achter,3
EVA Air,Neutral,vienna,3
EVA Air,Neutral,serving,3
EVA Air,Neutral,basic,3
EVA Air,Neutral,system,3
EVA Air,Neutral,exit,3
EVA Air,Neutral,shops,3
EVA Air,Neutral,kind,3
EVA Air,Neutral,information,3
EVA Air,Neutral,government,3
EVA Air,Neutral,passport,3
EVA Air,Neutral,bus,3
EVA Air,Neutral,anything,3
EVA Air,Neutral,regular,3
EVA Air,Neutral,delay,3
EVA Air,Neutral,travelling,3
EVA Air,Neutral,tried,3
EVA Air,Neutral,office,3
EVA Air,Neutral,sitting,3
EVA Air,Neutral,flat,3
EVA Air,Neutral,compared,3
EVA Air,Neutral,known,3
EVA Air,Neutral,second,3
EVA Air,Neutral,blankets,3
EVA Air,Neutral,using,3
EVA Air,Neutral,disabled,3
EVA Air,Neutral,disability,3
EVA Air,Neutral,rear,3
EVA Air,Neutral,waited,3
EVA Air,Neutral,side,3
EVA Air,Neutral,walking,3
EVA Air,Neutral,believe,3
EVA Air,Neutral,attentive,3
EVA Air,Neutral,every,3
EVA Air,Neutral,available,3
EVA Air,Neutral,ended,3
EVA Air,Neutral,instead,3
EVA Air,Neutral,yet,3
EVA Air,Neutral,cold,3
EVA Air,Neutral,charged,3
EVA Air,Neutral,almost,3
EVA Air,Neutral,situation,3
EVA Air,Neutral,never,3
EVA Air,Neutral,fees,3
EVA Air,Neutral,april,3
EVA Air,Neutral,give,3
EVA Air,Neutral,penalty,3
EVA Air,Neutral,cancelled,3
EVA Air,Neutral,open,3
EVA Air,Neutral,decided,3
EVA Air,Neutral,email,3
EVA Air,Neutral,let,3
EVA Air,Neutral,website,3
EVA Air,Neutral,month,3
EVA Air,Neutral,surprised,3
EVA Air,Neutral,carrier,3
EVA Air,Neutral,horrible,3
EVA Air,Neutral,disaster,3
EVA Air,Neutral,nothing,3
EVA Air,Neutral,sfo,3
EVA Air,Neutral,departure,3
EVA Air,Neutral,menu,3
EVA Air,Neutral,seafood,3
EVA Air,Neutral,noodles,3
EVA Air,Neutral,infinity,3
EVA Air,Neutral,price,3
EVA Air,Neutral,charge,3
EVA Air,Neutral,missed,3
EVA Air,Neutral,uncomfortable,3
EVA Air,Neutral,quick,3
EVA Air,Neutral,pretty,3
EVA Air,Neutral,person,3
EVA Air,Neutral,fault,3
EVA Air,Neutral,seems,3
EVA Air,Neutral,tray,3
EVA Air,Neutral,green,3
EVA Air,Neutral,expecting,3
EVA Air,Neutral,points,3
EVA Air,Neutral,arrival,3
EVA Air,Neutral,wine,3
EVA Air,Neutral,pass,3
EVA Air,Neutral,tiny,3
EVA Air,Neutral,top,3
EVA Air,Neutral,crowded,3
EVA Air,Neutral,else,3
EVA Air,Neutral,offer,3
EVA Air,Neutral,city,3
EVA Air,Neutral,clean,3
EVA Air,Neutral,negative,2
EVA Air,Neutral,cleared,2
EVA Air,Neutral,serve,2
EVA Air,Neutral,cathay,2
EVA Air,Neutral,lack,2
EVA Air,Neutral,main,2
EVA Air,Neutral,nrt,2
EVA Air,Neutral,seated,2
EVA Air,Neutral,consider,2
EVA Air,Neutral,frequent,2
EVA Air,Neutral,flyer,2
EVA Air,Neutral,lane,2
EVA Air,Neutral,pieces,2
EVA Air,Neutral,attach,2
EVA Air,Neutral,tag,2
EVA Air,Neutral,piece,2
EVA Air,Neutral,attached,2
EVA Air,Neutral,seem,2
EVA Air,Neutral,changed,2
EVA Air,Neutral,immigration,2
EVA Air,Neutral,torture,2
EVA Air,Neutral,enough,2
EVA Air,Neutral,galley,2
EVA Air,Neutral,distance,2
EVA Air,Neutral,ignored,2
EVA Air,Neutral,request,2
EVA Air,Neutral,security,2
EVA Air,Neutral,ride,2
EVA Air,Neutral,crews,2
EVA Air,Neutral,pandemic,2
EVA Air,Neutral,november,2
EVA Air,Neutral,dream,2
EVA Air,Neutral,liner,2
EVA Air,Neutral,say,2
EVA Air,Neutral,tight,2
EVA Air,Neutral,pantry,2
EVA Air,Neutral,things,2
EVA Air,Neutral,etc,2
EVA Air,Neutral,nice,2
EVA Air,Neutral,constantly,2
EVA Air,Neutral,including,2
EVA Air,Neutral,stood,2
EVA Air,Neutral,man,2
EVA Air,Neutral,weinig,2
EVA Air,Neutral,tegen,2
EVA Air,Neutral,aan,2
EVA Air,Neutral,stoelen,2
EVA Air,Neutral,zat,2
EVA Air,Neutral,voor,2
EVA Air,Neutral,snel,2
EVA Air,Neutral,als,2
EVA Air,Neutral,zijn,2
EVA Air,Neutral,deed,2
EVA Air,Neutral,ook,2
EVA Air,Neutral,passagier,2
EVA Air,Neutral,dus,2
EVA Air,Neutral,maar,2
EVA Air,Neutral,wilde,2
EVA Air,Neutral,bij,2
EVA Air,Neutral,dat,2
EVA Air,Neutral,place,2
EVA Air,Neutral,lacking,2
EVA Air,Neutral,asian,2
EVA Air,Neutral,headphones,2
EVA Air,Neutral,climb,2
EVA Air,Neutral,team,2
EVA Air,Neutral,group,2
EVA Air,Neutral,therefore,2
EVA Air,Neutral,minute,2
EVA Air,Neutral,water,2
EVA Air,Neutral,explain,2
EVA Air,Neutral,begin,2
EVA Air,Neutral,dropped,2
EVA Air,Neutral,company,2
EVA Air,Neutral,response,2
EVA Air,Neutral,narrow,2
EVA Air,Neutral,per,2
EVA Air,Neutral,damaged,2
EVA Air,Neutral,awful,2
EVA Air,Neutral,impatient,2
EVA Air,Neutral,rude,2
EVA Air,Neutral,along,2
EVA Air,Neutral,stop,2
EVA Air,Neutral,began,2
EVA Air,Neutral,refused,2
EVA Air,Neutral,page,2
EVA Air,Neutral,happy,2
EVA Air,Neutral,ticketing,2
EVA Air,Neutral,layout,2
EVA Air,Neutral,supposed,2
EVA Air,Neutral,noted,2
EVA Air,Neutral,across,2
EVA Air,Neutral,maybe,2
EVA Air,Neutral,tough,2
EVA Air,Neutral,rows,2
EVA Air,Neutral,size,2
EVA Air,Neutral,stretch,2
EVA Air,Neutral,occupied,2
EVA Air,Neutral,normal,2
EVA Air,Neutral,saw,2
EVA Air,Neutral,attitude,2
EVA Air,Neutral,standards,2
EVA Air,Neutral,handling,2
EVA Air,Neutral,case,2
EVA Air,Neutral,somewhat,2
EVA Air,Neutral,music,2
EVA Air,Neutral,usually,2
EVA Air,Neutral,trips,2
EVA Air,Neutral,restroom,2
EVA Air,Neutral,took,2
EVA Air,Neutral,taken,2
EVA Air,Neutral,roll,2
EVA Air,Neutral,excellent,2
EVA Air,Neutral,pcr,2
EVA Air,Neutral,apology,2
EVA Air,Neutral,compensation,2
EVA Air,Neutral,week,2
EVA Air,Neutral,weeks,2
EVA Air,Neutral,cancelation,2
EVA Air,Neutral,hence,2
EVA Air,Neutral,thinking,2
EVA Air,Neutral,immediately,2
EVA Air,Neutral,particularly,2
EVA Air,Neutral,rep,2
EVA Air,Neutral,alternative,2
EVA Air,Neutral,cancel,2
EVA Air,Neutral,holiday,2
EVA Air,Neutral,app,2
EVA Air,Neutral,worthless,2
EVA Air,Neutral,deal,2
EVA Air,Neutral,rebooking,2
EVA Air,Neutral,fare,2
EVA Air,Neutral,transit,2
EVA Air,Neutral,june,2
EVA Air,Neutral,round,2
EVA Air,Neutral,philippines,2
EVA Air,Neutral,incoming,2
EVA Air,Neutral,travellers,2
EVA Air,Neutral,taking,2
EVA Air,Neutral,cancellation,2
EVA Air,Neutral,march,2
EVA Air,Neutral,support,2
EVA Air,Neutral,okay,2
EVA Air,Neutral,seoul,2
EVA Air,Neutral,busy,2
EVA Air,Neutral,sure,2
EVA Air,Neutral,tokyo,2
EVA Air,Neutral,brought,2
EVA Air,Neutral,present,2
EVA Air,Neutral,pointed,2
EVA Air,Neutral,traffic,2
EVA Air,Neutral,polite,2
EVA Air,Neutral,eat,2
EVA Air,Neutral,pork,2
EVA Air,Neutral,definitely,2
EVA Air,Neutral,thank,2
EVA Air,Neutral,bye,2
EVA Air,Neutral,impression,2
EVA Air,Neutral,sold,2
EVA Air,Neutral,four,2
EVA Air,Neutral,something,2
EVA Air,Neutral,options,2
EVA Air,Neutral,minimal,2
EVA Air,Neutral,part,2
EVA Air,Neutral,environmental,2
EVA Air,Neutral,pick,2
EVA Air,Neutral,annoying,2
EVA Air,Neutral,toothbrush,2
EVA Air,Neutral,frequently,2
EVA Air,Neutral,huge,2
EVA Air,Neutral,meant,2
EVA Air,Neutral,trying,2
EVA Air,Neutral,treat,2
EVA Air,Neutral,sorry,2
EVA Air,Neutral,wide,2
EVA Air,Neutral,connection,2
EVA Air,Neutral,duration,2
EVA Air,Neutral,bigger,2
EVA Air,Neutral,movie,2
EVA Air,Neutral,noise,2
EVA Air,Neutral,anyone,2
EVA Air,Neutral,section,2
EVA Air,Neutral,normally,2
EVA Air,Neutral,training,2
EVA Air,Neutral,international,2
EVA Air,Neutral,domestic,2
EVA Air,Neutral,faster,2
EVA Air,Neutral,proactive,2
EVA Air,Neutral,space,2
EVA Air,Neutral,score,2
EVA Air,Neutral,short,2
EVA Air,Neutral,feet,2
EVA Air,Neutral,unless,2
EVA Air,Neutral,reclined,2
EVA Air,Neutral,face,2
EVA Air,Neutral,forget,2
EVA Air,Neutral,fruit,2
EVA Air,Neutral,congee,2
EVA Air,Neutral,omelette,2
EVA Air,Neutral,chose,2
EVA Air,Neutral,bland,2
EVA Air,Neutral,difference,2
EVA Air,Neutral,rice,2
EVA Air,Neutral,enjoyed,2
EVA Air,Neutral,reward,2
EVA Air,Neutral,list,2
EVA Air,Neutral,loyalty,2
EVA Air,Neutral,make,2
EVA Air,Neutral,easy,2
EVA Air,Neutral,cups,2
EVA Air,Neutral,overnight,2
EVA Air,Neutral,see,2
EVA Air,Neutral,leave,2
EVA Air,Neutral,informed,2
EVA Air,Neutral,damage,2
EVA Air,Neutral,hong,2
EVA Air,Neutral,kong,2
EVA Air,Neutral,internet,2
EVA Air,Neutral,credit,2
EVA Air,Neutral,card,2
EVA Air,Neutral,high,2
EVA Air,Neutral,tables,2
EVA Air,Neutral,guess,2
EVA Air,Neutral,getting,2
EVA Air,Neutral,sausage,2
EVA Air,Neutral,boring,2
EVA Air,Neutral,rest,2
EVA Air,Neutral,newly,2
EVA Air,Neutral,later,2
EVA Air,Neutral,beyond,2
EVA Air,Neutral,drawback,2
EVA Air,Neutral,pack,2
EVA Air,Neutral,vancouver,2
EVA Air,Neutral,cramped,2
EVA Air,Neutral,carriers,2
EVA Air,Neutral,elite,2
EVA Air,Neutral,wifi,2
EVA Air,Neutral,always,2
EVA Air,Neutral,uniform,2
EVA Air,Neutral,child,2
EVA Air,Neutral,quiet,2
EVA Air,Neutral,zone,2
EVA Air,Neutral,years,2
EVA Air,Neutral,reply,2
EVA Air,Neutral,atmosphere,1
EVA Air,Neutral,rushing,1
EVA Air,Neutral,malfunction,1
EVA Air,Neutral,possible,1
EVA Air,Neutral,posts,1
EVA Air,Neutral,ambition,1
EVA Air,Neutral,becoming,1
EVA Air,Neutral,pacific,1
EVA Air,Neutral,structured,1
EVA Air,Neutral,touch,1
EVA Air,Neutral,early,1
EVA Air,Neutral,morning,1
EVA Air,Neutral,local,1
EVA Air,Neutral,weird,1
EVA Air,Neutral,roundtrip,1
EVA Air,Neutral,services,1
EVA Air,Neutral,par,1
EVA Air,Neutral,recommended,1
EVA Air,Neutral,unexpected,1
EVA Air,Neutral,matter,1
EVA Air,Neutral,occurred,1
EVA Air,Neutral,leaving,1
EVA Air,Neutral,account,1
EVA Air,Neutral,set,1
EVA Air,Neutral,united,1
EVA Air,Neutral,cellular,1
EVA Air,Neutral,intend,1
EVA Air,Neutral,please,1
EVA Air,Neutral,remember,1
EVA Air,Neutral,retorted,1
EVA Air,Neutral,qualified,1
EVA Air,Neutral,tags,1
EVA Air,Neutral,miles,1
EVA Air,Neutral,answered,1
EVA Air,Neutral,flatly,1
EVA Air,Neutral,worked,1
EVA Air,Neutral,female,1
EVA Air,Neutral,replaced,1
EVA Air,Neutral,tug,1
EVA Air,Neutral,accounts,1
EVA Air,Neutral,consent,1
EVA Air,Neutral,passed,1
EVA Air,Neutral,aware,1
EVA Air,Neutral,christmas,1
EVA Air,Neutral,greatest,1
EVA Air,Neutral,easiest,1
EVA Air,Neutral,hauls,1
EVA Air,Neutral,claustrophobic,1
EVA Air,Neutral,pure,1
EVA Air,Neutral,thinly,1
EVA Air,Neutral,padded,1
EVA Air,Neutral,aisles,1
EVA Air,Neutral,large,1
EVA Air,Neutral,carts,1
EVA Air,Neutral,careful,1
EVA Air,Neutral,bumped,1
EVA Air,Neutral,reservation,1
EVA Air,Neutral,finding,1
EVA Air,Neutral,unused,1
EVA Air,Neutral,wheeled,1
EVA Air,Neutral,checkpoint,1
EVA Air,Neutral,employee,1
EVA Air,Neutral,argued,1
EVA Air,Neutral,stealing,1
EVA Air,Neutral,lost,1
EVA Air,Neutral,horrendous,1
EVA Air,Neutral,stolen,1
EVA Air,Neutral,alright,1
EVA Air,Neutral,pre,1
EVA Air,Neutral,selections,1
EVA Air,Neutral,shows,1
EVA Air,Neutral,worth,1
EVA Air,Neutral,planning,1
EVA Air,Neutral,mid,1
EVA Air,Neutral,lucky,1
EVA Air,Neutral,looked,1
EVA Air,Neutral,among,1
EVA Air,Neutral,consultation,1
EVA Air,Neutral,stretching,1
EVA Air,Neutral,true,1
EVA Air,Neutral,others,1
EVA Air,Neutral,irritation,1
EVA Air,Neutral,fight,1
EVA Air,Neutral,pushed,1
EVA Air,Neutral,bump,1
EVA Air,Neutral,leaned,1
EVA Air,Neutral,grumbling,1
EVA Air,Neutral,want,1
EVA Air,Neutral,patiently,1
EVA Air,Neutral,explained,1
EVA Air,Neutral,complain,1
EVA Air,Neutral,solved,1
EVA Air,Neutral,apparently,1
EVA Air,Neutral,configuration,1
EVA Air,Neutral,heenreis,1
EVA Air,Neutral,tot,1
EVA Air,Neutral,verbazing,1
EVA Air,Neutral,zeggen,1
EVA Air,Neutral,krap,1
EVA Air,Neutral,echter,1
EVA Air,Neutral,geluk,1
EVA Air,Neutral,heel,1
EVA Air,Neutral,veel,1
EVA Air,Neutral,keek,1
EVA Air,Neutral,lege,1
EVA Air,Neutral,overleggen,1
EVA Air,Neutral,ruim,1
EVA Air,Neutral,benen,1
EVA Air,Neutral,strekken,1
EVA Air,Neutral,enz,1
EVA Air,Neutral,terugvlucht,1
EVA Air,Neutral,anderen,1
EVA Air,Neutral,ware,1
EVA Air,Neutral,marteling,1
EVA Air,Neutral,hier,1
EVA Air,Neutral,daar,1
EVA Air,Neutral,irritatie,1
EVA Air,Neutral,soms,1
EVA Air,Neutral,ruzie,1
EVA Air,Neutral,iemand,1
EVA Air,Neutral,achteren,1
EVA Air,Neutral,echt,1
EVA Air,Neutral,lekker,1
EVA Air,Neutral,botsen,1
EVA Air,Neutral,mensen,1
EVA Air,Neutral,incl,1
EVA Air,Neutral,personeel,1
EVA Air,Neutral,waardoor,1
EVA Air,Neutral,ong,1
EVA Air,Neutral,afstand,1
EVA Air,Neutral,kwam,1
EVA Air,Neutral,iets,1
EVA Air,Neutral,waarop,1
EVA Air,Neutral,begon,1
EVA Air,Neutral,mopperen,1
EVA Air,Neutral,geen,1
EVA Air,Neutral,problemen,1
EVA Air,Neutral,ben,1
EVA Air,Neutral,gaan,1
EVA Air,Neutral,staan,1
EVA Air,Neutral,geduldig,1
EVA Air,Neutral,uitgelegd,1
EVA Air,Neutral,klagen,1
EVA Air,Neutral,doe,1
EVA Air,Neutral,vlieg,1
EVA Air,Neutral,probleem,1
EVA Air,Neutral,opgelost,1
EVA Air,Neutral,gedachte,1
EVA Air,Neutral,blijkbaar,1
EVA Air,Neutral,nieuwe,1
EVA Air,Neutral,configuratie,1
EVA Air,Neutral,nog,1
EVA Air,Neutral,cashen,1
EVA Air,Neutral,starting,1
EVA Air,Neutral,confined,1
EVA Air,Neutral,seating,1
EVA Air,Neutral,communication,1
EVA Air,Neutral,skills,1
EVA Air,Neutral,infotainment,1
EVA Air,Neutral,working,1
EVA Air,Neutral,properly,1
EVA Air,Neutral,outraged,1
EVA Air,Neutral,treated,1
EVA Air,Neutral,technical,1
EVA Air,Neutral,meantime,1
EVA Air,Neutral,vouchers,1
EVA Air,Neutral,elderly,1
EVA Air,Neutral,couple,1
EVA Air,Neutral,mobile,1
EVA Air,Neutral,snack,1
EVA Air,Neutral,shop,1
EVA Air,Neutral,closed,1
EVA Air,Neutral,renovations,1
EVA Air,Neutral,end,1
EVA Air,Neutral,followed,1
EVA Air,Neutral,forbidden,1
EVA Air,Neutral,according,1
EVA Air,Neutral,dutch,1
EVA Air,Neutral,legal,1
EVA Air,Neutral,approval,1
EVA Air,Neutral,copy,1
EVA Air,Neutral,accepted,1
EVA Air,Neutral,refuse,1
EVA Air,Neutral,hotel,1
EVA Air,Neutral,endlessly,1
EVA Air,Neutral,bed,1
EVA Air,Neutral,exhausted,1
EVA Air,Neutral,groups,1
EVA Air,Neutral,searching,1
EVA Air,Neutral,listed,1
EVA Air,Neutral,pile,1
EVA Air,Neutral,numbered,1
EVA Air,Neutral,recognize,1
EVA Air,Neutral,anymore,1
EVA Air,Neutral,unfriendly,1
EVA Air,Neutral,brings,1
EVA Air,Neutral,reputation,1
EVA Air,Neutral,submitted,1
EVA Air,Neutral,complaint,1
EVA Air,Neutral,worry,1
EVA Air,Neutral,wonderful,1
EVA Air,Neutral,totally,1
EVA Air,Neutral,professional,1
EVA Air,Neutral,shockingly,1
EVA Air,Neutral,outset,1
EVA Air,Neutral,telling,1
EVA Air,Neutral,wasting,1
EVA Air,Neutral,enter,1
EVA Air,Neutral,details,1
EVA Air,Neutral,machines,1
EVA Air,Neutral,purpose,1
EVA Air,Neutral,scrutinised,1
EVA Air,Neutral,tear,1
EVA Air,Neutral,blank,1
EVA Air,Neutral,manager,1
EVA Air,Neutral,ripped,1
EVA Air,Neutral,decision,1
EVA Air,Neutral,unsmilingly,1
EVA Air,Neutral,delivered,1
EVA Air,Neutral,explanation,1
EVA Air,Neutral,unnecessary,1
EVA Air,Neutral,humiliating,1
EVA Air,Neutral,failure,1
EVA Air,Neutral,approximately,1
EVA Air,Neutral,spite,1
EVA Air,Neutral,miserable,1
EVA Air,Neutral,unable,1
EVA Air,Neutral,upgrade,1
EVA Air,Neutral,contact,1
EVA Air,Neutral,entering,1
EVA Air,Neutral,outside,1
EVA Air,Neutral,right,1
EVA Air,Neutral,foot,1
EVA Air,Neutral,floor,1
EVA Air,Neutral,format,1
EVA Air,Neutral,patch,1
EVA Air,Neutral,comparison,1
EVA Air,Neutral,temperature,1
EVA Air,Neutral,putting,1
EVA Air,Neutral,coats,1
EVA Air,Neutral,requesting,1
EVA Air,Neutral,cabins,1
EVA Air,Neutral,specification,1
EVA Air,Neutral,whilst,1
EVA Air,Neutral,polished,1
EVA Air,Neutral,terms,1
EVA Air,Neutral,airports,1
EVA Air,Neutral,dreadful,1
EVA Air,Neutral,ways,1
EVA Air,Neutral,disabilities,1
EVA Air,Neutral,politely,1
EVA Air,Neutral,yes,1
EVA Air,Neutral,joking,1
EVA Air,Neutral,repeated,1
EVA Air,Neutral,closest,1
EVA Air,Neutral,stick,1
EVA Air,Neutral,locked,1
EVA Air,Neutral,amazed,1
EVA Air,Neutral,plus,1
EVA Air,Neutral,general,1
EVA Air,Neutral,knowing,1
EVA Air,Neutral,chaos,1
EVA Air,Neutral,wheel,1
EVA Air,Neutral,chair,1
EVA Air,Neutral,stewardesses,1
EVA Air,Neutral,third,1
EVA Air,Neutral,cannot,1
EVA Air,Neutral,perform,1
EVA Air,Neutral,task,1
EVA Air,Neutral,tired,1
EVA Air,Neutral,pros,1
EVA Air,Neutral,cons,1
EVA Air,Neutral,multiple,1
EVA Air,Neutral,realized,1
EVA Air,Neutral,whether,1
EVA Air,Neutral,begging,1
EVA Air,Neutral,neighbor,1
EVA Air,Neutral,five,1
EVA Air,Neutral,sleeping,1
EVA Air,Neutral,hated,1
EVA Air,Neutral,assign,1
EVA Air,Neutral,rudely,1
EVA Air,Neutral,denying,1
EVA Air,Neutral,slogan,1
EVA Air,Neutral,striving,1
EVA Air,Neutral,perfection,1
EVA Air,Neutral,strong,1
EVA Air,Neutral,strap,1
EVA Air,Neutral,fallen,1
EVA Air,Neutral,gatwick,1
EVA Air,Neutral,post,1
EVA Air,Neutral,addressed,1
EVA Air,Neutral,navigation,1
EVA Air,Neutral,select,1
EVA Air,Neutral,ones,1
EVA Air,Neutral,mood,1
EVA Air,Neutral,appears,1
EVA Air,Neutral,vegetarian,1
EVA Air,Neutral,bread,1
EVA Air,Neutral,fayre,1
EVA Air,Neutral,comes,1
EVA Air,Neutral,evening,1
EVA Air,Neutral,fresh,1
EVA Air,Neutral,salmon,1
EVA Air,Neutral,potatoes,1
EVA Air,Neutral,hash,1
EVA Air,Neutral,disgusting,1
EVA Air,Neutral,resulted,1
EVA Air,Neutral,pound,1
EVA Air,Neutral,added,1
EVA Air,Neutral,rather,1
EVA Air,Neutral,originally,1
EVA Air,Neutral,neither,1
EVA Air,Neutral,sympathetic,1
EVA Air,Neutral,simply,1
EVA Air,Neutral,waive,1
EVA Air,Neutral,positive,1
EVA Air,Neutral,test,1
EVA Air,Neutral,fit,1
EVA Air,Neutral,costs,1
EVA Air,Neutral,logic,1
EVA Air,Neutral,competence,1
EVA Air,Neutral,shown,1
EVA Air,Neutral,fine,1
EVA Air,Neutral,paying,1
EVA Air,Neutral,add,1
EVA Air,Neutral,additional,1
EVA Air,Neutral,insult,1
EVA Air,Neutral,beware,1
EVA Air,Neutral,policy,1
EVA Air,Neutral,issued,1
EVA Air,Neutral,rebooked,1
EVA Air,Neutral,september,1
EVA Air,Neutral,rescheduling,1
EVA Air,Neutral,friday,1
EVA Air,Neutral,suggest,1
EVA Air,Neutral,itineraries,1
EVA Air,Neutral,ord,1
EVA Air,Neutral,suggested,1
EVA Air,Neutral,houston,1
EVA Air,Neutral,plans,1
EVA Air,Neutral,confirmed,1
EVA Air,Neutral,monday,1
EVA Air,Neutral,changing,1
EVA Air,Neutral,itinerary,1
EVA Air,Neutral,today,1
EVA Air,Neutral,tell,1
EVA Air,Neutral,instructed,1
EVA Air,Neutral,adequate,1
EVA Air,Neutral,reps,1
EVA Air,Neutral,firm,1
EVA Air,Neutral,answers,1
EVA Air,Neutral,wary,1
EVA Air,Neutral,purchasing,1
EVA Air,Neutral,lower,1
EVA Air,Neutral,belies,1
EVA Air,Neutral,layover,1
EVA Air,Neutral,alert,1
EVA Air,Neutral,states,1
EVA Air,Neutral,effect,1
EVA Air,Neutral,aug,1
EVA Air,Neutral,writing,1
EVA Air,Neutral,willing,1
EVA Air,Neutral,risk,1
EVA Air,Neutral,history,1
EVA Air,Neutral,extending,1
EVA Air,Neutral,record,1
EVA Air,Neutral,protracting,1
EVA Air,Neutral,purchased,1
EVA Air,Neutral,ultimately,1
EVA Air,Neutral,surcharge,1
EVA Air,Neutral,direct,1
EVA Air,Neutral,peace,1
EVA Air,Neutral,mind,1
EVA Air,Neutral,edmonton,1
EVA Air,Neutral,coming,1
EVA Air,Neutral,rules,1
EVA Air,Neutral,imposed,1
EVA Air,Neutral,refunded,1
EVA Air,Neutral,charges,1
EVA Air,Neutral,feel,1
EVA Air,Neutral,undue,1
EVA Air,Neutral,advantage,1
EVA Air,Neutral,compassionate,1
EVA Air,Neutral,acceptable,1
EVA Air,Neutral,learn,1
EVA Air,Neutral,desk,1
EVA Air,Neutral,mon,1
EVA Air,Neutral,fri,1
EVA Air,Neutral,tariff,1
EVA Air,Neutral,onboard,1
EVA Air,Neutral,changes,1
EVA Air,Neutral,random,1
EVA Air,Neutral,coronavirus,1
EVA Air,Neutral,bangkoki,1
EVA Air,Neutral,beverage,1
EVA Air,Neutral,cake,1
EVA Air,Neutral,inside,1
EVA Air,Neutral,offering,1
EVA Air,Neutral,oversized,1
EVA Air,Neutral,limits,1
EVA Air,Neutral,stuff,1
EVA Air,Neutral,overcharged,1
EVA Air,Neutral,referenced,1
EVA Air,Neutral,figures,1
EVA Air,Neutral,ready,1
EVA Air,Neutral,call,1
EVA Air,Neutral,head,1
EVA Air,Neutral,rounds,1
EVA Air,Neutral,approach,1
EVA Air,Neutral,carousel,1
EVA Air,Neutral,osaka,1
EVA Air,Neutral,patient,1
EVA Air,Neutral,welcoming,1
EVA Air,Neutral,smile,1
EVA Air,Neutral,religious,1
EVA Air,Neutral,reasons,1
EVA Air,Neutral,ingredients,1
EVA Air,Neutral,meat,1
EVA Air,Neutral,requiring,1
EVA Air,Neutral,advised,1
EVA Air,Neutral,contained,1
EVA Air,Neutral,mistake,1
EVA Air,Neutral,happen,1
EVA Air,Neutral,struke,1
EVA Air,Neutral,insensibility,1
EVA Air,Neutral,careless,1
EVA Air,Neutral,share,1
EVA Air,Neutral,ruined,1
EVA Air,Neutral,point,1
EVA Air,Neutral,completely,1
EVA Air,Neutral,fantastic,1
EVA Air,Neutral,glass,1
EVA Air,Neutral,plate,1
EVA Air,Neutral,course,1
EVA Air,Neutral,works,1
EVA Air,Neutral,aviation,1
EVA Air,Neutral,industry,1
EVA Air,Neutral,familiar,1
EVA Air,Neutral,intricacies,1
EVA Air,Neutral,scenes,1
EVA Air,Neutral,faced,1
EVA Air,Neutral,arriving,1
EVA Air,Neutral,access,1
EVA Air,Neutral,accommodating,1
EVA Air,Neutral,whisked,1
EVA Air,Neutral,surprisingly,1
EVA Air,Neutral,concerned,1
EVA Air,Neutral,plaza,1
EVA Air,Neutral,uses,1
EVA Air,Neutral,prides,1
EVA Air,Neutral,opt,1
EVA Air,Neutral,complete,1
